Name;Date;Province;Type;Moved Date From
Año Nuevo;02-01-2017;Murcia;Autonómica;01-01-2017
Viernes Santo;14-04-2017;Murcia;Nacional;
Jueves Santo;13-04-2017;Murcia;Autonómica;
Bando de la Huerta;18-04-2017;Murcia;Local;
Día del Trabajo;01-05-2017;Murcia;Nacional;
Día de la Región de Murcia;09-06-2017;Murcia;Autonómica;
Asunción de la Virgen;15-08-2017;Murcia;Nacional;
Día de la Romería;12-09-2017;Murcia;Local;
Fiesta Nacional Española;12-10-2017;Murcia;Nacional;
Día de Todos los Santos;01-11-2017;Murcia;Nacional;
Día de la Constitución Española;06-12-2017;Murcia;Nacional;
Inmaculada Concepción;08-12-2017;Murcia;Nacional;
Natividad del Señor;25-12-2017;Murcia;Nacional;
Año nuevo;01-01-2016;Murcia;Nacional;
Epifanía del Señor;06-01-2016;Murcia;Nacional;
Viernes Santo;25-03-2016;Murcia;Nacional;
San José;19-03-2016;Murcia;Autonómica;
Jueves Santo;24-03-2016;Murcia;Autonómica;
Bando de la Huerta;29-03-2016;Murcia;Local;
Día de la Región de Murcia;09-06-2016;Murcia;Autonómica;
Asunción de la Virgen;15-08-2016;Murcia;Nacional;
Día de la Romería;13-09-2016;Murcia;Local;
Fiesta Nacional Española;12-10-2016;Murcia;Nacional;
Día de Todos los Santos;01-11-2016;Murcia;Nacional;
Día de la Constitución Española;06-12-2016;Murcia;Nacional;
Inmaculada Concepción;08-12-2016;Murcia;Nacional;
Natividad del Señor;26-12-2016;Murcia;Autonómica;25-12-2016
Año nuevo;01-01-2015;Murcia;Nacional;
Epifanía del Señor;06-01-2015;Murcia;Nacional;
San José;19-03-2015;Murcia;Autonómica;
Viernes Santo;03-04-2015;Murcia;Nacional;
Jueves Santo;02-04-2015;Murcia;Autonómica;
Bando de la Huerta;07-04-2015;Murcia;Local;
Fiesta del Trabajo;01-05-2015;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2015;Murcia;Autonómica;
Asunción de la Virgen;15-08-2015;Murcia;Nacional;
Día de la Romería;15-09-2015;Murcia;Local;
Fiesta Nacional Española;12-10-2015;Murcia;Nacional;
Día de la Constitución Española;07-12-2015;Murcia;Nacional;06-12-2015
Inmaculada Concepción;08-12-2015;Murcia;Nacional;
Natividad del Señor;25-12-2015;Murcia;Nacional;
Año nuevo;01-01-2014;Murcia;Nacional;
Epifanía del Señor;06-01-2014;Murcia;Nacional;
San José;19-03-2014;Murcia;Autonómica;
Viernes Santo;18-04-2014;Murcia;Nacional;
Jueves Santo;17-04-2014;Murcia;Autonómica;
Fiesta local;22-04-2014;Murcia;Local;
Fiesta del Trabajo;01-05-2014;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2014;Murcia;Autonómica;
Asunción de la Virgen;15-08-2014;Murcia;Nacional;
Fiesta local;16-09-2014;Murcia;Local;
Día de Todos los Santos;01-11-2014;Murcia;Nacional;
Día de la Constitución Española;06-12-2014;Murcia;Nacional;
Inmaculada Concepción;08-12-2014;Murcia;Nacional;
Navidad;25-12-2014;Murcia;Nacional;
Año nuevo;01-01-2013;Murcia;Nacional;
Epifanía del Señor;07-01-2013;Murcia;Nacional;06-01-2013
Viernes Santo;29-03-2013;Murcia;Nacional;
San José;19-03-2013;Murcia;Autonómica;
Jueves Santo;28-03-2013;Murcia;Autonómica;
Fiesta Local;02-04-2013;Murcia;Local;
Fiesta del Trabajo;01-05-2013;Murcia;Autonómica;
Asunción de la Virgen;15-08-2013;Murcia;Nacional;
Fiesta Local;17-09-2013;Murcia;Local;
Fiesta Nacional Española;12-10-2013;Murcia;Nacional;
Día de Todos los Santos;01-11-2013;Murcia;Nacional;
Día de la Constitución Española;06-12-2013;Murcia;Nacional;
Inmaculada Concepción;09-12-2013;Murcia;Nacional;08-12-2013
Navidad;25-12-2013;Murcia;Nacional;
Epifanía del Señor;06-01-2012;Murcia;Nacional;
San José;19-03-2012;Murcia;Autonómica;
Viernes Santo;06-04-2012;Murcia;Nacional;
Jueves Santo;05-04-2012;Murcia;Autonómica;
Bando de la Huerta;10-04-2012;Murcia;Local;
Fiesta del Trabajo;01-05-2012;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2012;Murcia;Autonómica;
Asunción de la Virgen;15-08-2012;Murcia;Nacional;
Romería de la patrona;11-09-2012;Murcia;Local;
Fiesta Nacional Española;12-10-2012;Murcia;Nacional;
Día de Todos los Santos;01-11-2012;Murcia;Nacional;
Día de la Constitución Española;06-12-2012;Murcia;Nacional;
Inmaculada Concepción;08-12-2012;Murcia;Nacional;
Navidad;25-12-2012;Murcia;Nacional;
Año nuevo;01-01-2011;Murcia;Nacional;
Epifanía del Señor;06-01-2011;Murcia;Nacional;
San José;19-03-2011;Murcia;Autonómica;
;22-04-2011;Murcia;Nacional;
Jueves Santo;21-04-2011;Murcia;Autonómica;
Fiesta Local;26-04-2011;Murcia;Local;
Fiesta del Trabajo;02-05-2011;Murcia;Autonómica;01-05-2011
Día de la Región de Murcia;09-06-2011;Murcia;Autonómica;
Asunción de la Virgen;15-08-2011;Murcia;Nacional;
La Bien Aparecida;13-09-2011;Murcia;Local;
Fiesta Nacional Española;12-10-2011;Murcia;Nacional;
Día de Todos los Santos;01-11-2011;Murcia;Nacional;
Día de la Constitución Española;06-12-2011;Murcia;Nacional;
Inmaculada Concepción;08-12-2011;Murcia;Nacional;
Natividad del señor;26-12-2011;Murcia;Nacional;25-12-2011
Año nuevo;01-01-2010;Murcia;Nacional;
Epifanía del Señor;06-01-2010;Murcia;Nacional;
San José;19-03-2010;Murcia;Autonómica;
Fiesta del Trabajo;01-05-2010;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2010;Murcia;Autonómica;
Asunción de la Virgen;16-08-2010;Murcia;Nacional;15-08-2010
La Bien Aparecida;13-09-2010;Murcia;Local;
Fiesta Nacional Española;12-10-2010;Murcia;Nacional;
Día de Todos los Santos;01-11-2010;Murcia;Nacional;
Día de la Constitución Española;06-12-2010;Murcia;Nacional;
Inmaculada Concepción;08-12-2010;Murcia;Nacional;
Año nuevo;01-01-2009;Murcia;Nacional;
Epifanía del Señor;06-01-2009;Murcia;Nacional;
San José;19-03-2009;Murcia;Autonómica;
Fiesta del Trabajo;01-05-2009;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2009;Murcia;Autonómica;
Asunción de la Virgen;15-08-2009;Murcia;Nacional;
La Bien Aparecida;14-09-2009;Murcia;Local;13-09-2009
Fiesta Nacional Española;12-10-2009;Murcia;Nacional;
Día de Todos los Santos;02-11-2009;Murcia;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Murcia;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Murcia;Nacional;
Año nuevo;01-01-2008;Murcia;Nacional;
Epifanía del Señor;07-01-2008;Murcia;Nacional;06-01-2008
San José;19-03-2008;Murcia;Autonómica;
Fiesta del Trabajo;01-05-2008;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2008;Murcia;Autonómica;
Asunción de la Virgen;15-08-2008;Murcia;Nacional;
La Bien Aparecida;13-09-2008;Murcia;Local;
Fiesta Nacional Española;13-10-2008;Murcia;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Murcia;Nacional;
Día de la Constitución Española;06-12-2008;Murcia;Nacional;
Inmaculada Concepción;08-12-2008;Murcia;Nacional;
Año nuevo;01-01-2007;Murcia;Nacional;
Epifanía del Señor;06-01-2007;Murcia;Nacional;
San José;19-03-2007;Murcia;Autonómica;
Fiesta del Trabajo;01-05-2007;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2007;Murcia;Autonómica;
Asunción de la Virgen;15-08-2007;Murcia;Nacional;
La Bien Aparecida;13-09-2007;Murcia;Local;
Fiesta Nacional Española;12-10-2007;Murcia;Nacional;
Día de Todos los Santos;01-11-2007;Murcia;Nacional;
Día de la Constitución Española;06-12-2007;Murcia;Nacional;
Inmaculada Concepción;08-12-2007;Murcia;Nacional;
Año nuevo;02-01-2006;Murcia;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Murcia;Nacional;
San José;20-03-2006;Murcia;Autonómica;19-03-2006
Fiesta del Trabajo;01-05-2006;Murcia;Autonómica;
Día de la Región de Murcia;09-06-2006;Murcia;Autonómica;
Asunción de la Virgen;15-08-2006;Murcia;Nacional;
La Bien Aparecida;13-09-2006;Murcia;Local;
Fiesta Nacional Española;12-10-2006;Murcia;Nacional;
Día de Todos los Santos;01-11-2006;Murcia;Nacional;
Día de la Constitución Española;06-12-2006;Murcia;Nacional;
Inmaculada Concepción;08-12-2006;Murcia;Nacional;
Año nuevo;01-01-2019;Navarra;Nacional;
Epifanía del Señor;07-01-2019;Navarra;Autonómica;06-01-2019
San José;19-03-2019;Navarra;Autonómica;
Viernes Santo;19-04-2019;Navarra;Nacional;
Jueves Santo;18-04-2019;Navarra;Autonómica;
Lunes de Pascua;22-04-2019;Navarra;Autonómica;
Fiesta del Trabajo;01-05-2019;Navarra;Nacional;
Asunción de la Virgen;15-08-2019;Navarra;Nacional;
Fiesta Nacional Española;12-10-2019;Navarra;Nacional;
;01-11-2019;Navarra;Nacional;
Día de la Constitución Española;06-12-2019;Navarra;Nacional;
Natividad del Señor;25-12-2019;Navarra;Nacional;
San Francisco Javier;03-12-2019;Navarra;Local;
Año nuevo;01-01-2018;Navarra;Nacional;
Epifanía del Señor;06-01-2018;Navarra;Nacional;
Viernes Santo;30-03-2018;Navarra;Nacional;
Jueves Santo;29-03-2018;Navarra;Autonómica;
Lunes de Pascua;02-04-2018;Navarra;Autonómica;
Fiesta del Trabajo;01-05-2018;Navarra;Nacional;
Asunción de la Virgen;15-08-2018;Navarra;Nacional;
Fiesta Nacional Española;12-10-2018;Navarra;Nacional;
Día de Todos los Santos;01-11-2018;Navarra;Nacional;
Día de la Constitución Española;06-12-2018;Navarra;Nacional;
Inmaculada Concepción;08-12-2018;Navarra;Nacional;
Navidad;25-12-2018;Navarra;Nacional;
Epifanía del Señor;06-01-2017;Navarra;Nacional;
Viernes Santo;14-04-2017;Navarra;Nacional;
Jueves Santo;13-04-2017;Navarra;Autonómica;
Lunes de Pascua;17-04-2017;Navarra;Autonómica;
Día del Trabajo;01-05-2017;Navarra;Nacional;
Santiago Apóstol;25-07-2017;Navarra;Autonómica;
Asunción de la Virgen;15-08-2017;Navarra;Nacional;
Fiesta Nacional Española;12-10-2017;Navarra;Nacional;
Día de Todos los Santos;01-11-2017;Navarra;Nacional;
Día de la Constitución Española;06-12-2017;Navarra;Nacional;
Inmaculada Concepción;08-12-2017;Navarra;Nacional;
Natividad del Señor;25-12-2017;Navarra;Nacional;
San Francisco Javier;04-12-2017;Navarra;Local;03-12-2017
Año nuevo;01-01-2016;Navarra;Nacional;
Epifanía del Señor;06-01-2016;Navarra;Nacional;
Viernes Santo;25-03-2016;Navarra;Nacional;
Jueves Santo;24-03-2016;Navarra;Autonómica;
Lunes de Pascua;28-03-2016;Navarra;Autonómica;
Santiago Apóstol;25-07-2016;Navarra;Autonómica;
Asunción de la Virgen;15-08-2016;Navarra;Nacional;
Fiesta Nacional Española;12-10-2016;Navarra;Nacional;
Día de Todos los Santos;01-11-2016;Navarra;Nacional;
Día de la Constitución Española;06-12-2016;Navarra;Nacional;
Inmaculada Concepción;08-12-2016;Navarra;Nacional;
San Francisco Javier;03-12-2016;Navarra;Autonómica;
Natividad del Señor;26-12-2016;Navarra;Autonómica;25-12-2016
Año nuevo;01-01-2015;Navarra;Nacional;
Epifanía del Señor;06-01-2015;Navarra;Nacional;
San José;19-03-2015;Navarra;Autonómica;
Viernes Santo;03-04-2015;Navarra;Nacional;
Jueves Santo;02-04-2015;Navarra;Autonómica;
Lunes de Pascua;06-04-2015;Navarra;Autonómica;
Día del trabajo;01-05-2015;Navarra;Nacional;
Santiago Apostol;25-07-2015;Navarra;Autonómica;
Asunción de la Virgen;15-08-2015;Navarra;Nacional;
Fiesta Nacional Española;12-10-2015;Navarra;Nacional;
Inmaculada Concepción;08-12-2015;Navarra;Nacional;
San Francisco Javier;03-12-2015;Navarra;Autonómica;
Natividad del Señor;25-12-2015;Navarra;Autonómica;
Año nuevo;01-01-2014;Navarra;Nacional;
Epifanía del Señor;06-01-2014;Navarra;Nacional;
San José;19-03-2014;Navarra;Autonómica;
Viernes Santo;18-04-2014;Navarra;Nacional;
Jueves Santo;17-04-2014;Navarra;Autonómica;
Lunes de Pascua;21-04-2014;Navarra;Autonómica;
Festividad del trabajo;01-05-2014;Navarra;Nacional;
Asunción de la Virgen;15-08-2014;Navarra;Nacional;
Día de Todos los Santos;01-11-2014;Navarra;Nacional;
Día de la Constitución Española;06-12-2014;Navarra;Nacional;
Inmaculada Concepción;08-12-2014;Navarra;Nacional;
Día de la Comunidad de Navarra;03-12-2014;Navarra;Autonómica;
Natividad del Señor;25-12-2014;Navarra;Autonómica;
Año nuevo;01-01-2013;Navarra;Nacional;
Epifanía del Señor;07-01-2013;Navarra;Nacional;06-01-2013
Viernes Santo;29-03-2013;Navarra;Nacional;
Jueves Santo;28-03-2013;Navarra;Autonómica;
Lunes de Pascua;01-04-2013;Navarra;Autonómica;
Día del trabajo;01-05-2013;Navarra;Nacional;
Santiago Apostol;25-07-2013;Navarra;Autonómica;
Asunción de la Virgen;15-08-2013;Navarra;Nacional;
Fiesta Nacional Española;12-10-2013;Navarra;Nacional;
Día de Todos los Santos;01-11-2013;Navarra;Nacional;
Día de la Constitución Española;06-12-2013;Navarra;Nacional;
San Francisco Javier;03-12-2013;Navarra;Autonómica;
Natividad del Señor;25-12-2013;Navarra;Autonómica;
Epifanía del Señor;06-01-2012;Navarra;Nacional;
San José;19-03-2012;Navarra;Autonómica;
Viernes Santo;06-04-2012;Navarra;Nacional;
Jueves Santo;05-04-2012;Navarra;Autonómica;
Lunes de Pascua;09-04-2012;Navarra;Autonómica;
Día del trabajo;01-05-2012;Navarra;Nacional;
Santiago Apostol;25-07-2012;Navarra;Autonómica;
Asunción de la Virgen;15-08-2012;Navarra;Nacional;
Fiesta Nacional Española;12-10-2012;Navarra;Nacional;
Día de Todos los Santos;01-11-2012;Navarra;Nacional;
Día de la Constitución Española;06-12-2012;Navarra;Nacional;
Inmaculada Concepción;08-12-2012;Navarra;Nacional;
Natividad del Señor;25-12-2012;Navarra;Autonómica;
Santiago Apostol;03-12-2012;Navarra;Local;
Año nuevo;01-01-2011;Navarra;Nacional;
Epifanía del Señor;06-01-2011;Navarra;Nacional;
San José;19-03-2011;Navarra;Autonómica;
;22-04-2011;Navarra;Nacional;
Jueves Santo;21-04-2011;Navarra;Autonómica;
Lunes de Pascua;25-04-2011;Navarra;Autonómica;
Día del trabajo;02-05-2011;Navarra;Nacional;01-05-2011
Santiago Apostol;25-07-2011;Navarra;Autonómica;
Asunción de la Virgen;15-08-2011;Navarra;Nacional;
Fiesta Nacional Española;12-10-2011;Navarra;Nacional;
Día de Todos los Santos;01-11-2011;Navarra;Nacional;
Día de la Constitución Española;06-12-2011;Navarra;Nacional;
Inmaculada Concepción;08-12-2011;Navarra;Nacional;
Natividad del Señor;26-12-2011;Navarra;Autonómica;25-12-2011
Santiago Apostol;03-12-2011;Navarra;Local;
Año nuevo;01-01-2010;Navarra;Nacional;
Epifanía del Señor;06-01-2010;Navarra;Nacional;
San José;19-03-2010;Navarra;Autonómica;
Santiago Apostol;26-07-2010;Navarra;Autonómica;25-07-2010
Asunción de la Virgen;16-08-2010;Navarra;Nacional;15-08-2010
Fiesta Nacional Española;12-10-2010;Navarra;Nacional;
Día de Todos los Santos;01-11-2010;Navarra;Nacional;
Día de la Constitución Española;06-12-2010;Navarra;Nacional;
Inmaculada Concepción;08-12-2010;Navarra;Nacional;
Natividad del Señor;25-12-2010;Navarra;Autonómica;
Santiago Apostol;03-12-2010;Navarra;Local;
Año nuevo;01-01-2009;Navarra;Nacional;
Epifanía del Señor;06-01-2009;Navarra;Nacional;
San José;19-03-2009;Navarra;Autonómica;
Santiago Apostol;25-07-2009;Navarra;Autonómica;
Asunción de la Virgen;15-08-2009;Navarra;Nacional;
Fiesta Nacional Española;12-10-2009;Navarra;Nacional;
Día de Todos los Santos;02-11-2009;Navarra;Nacional;01-11-2009
Día de la Constitución Española;07-12-2009;Navarra;Nacional;06-12-2009
Inmaculada Concepción;08-12-2009;Navarra;Nacional;
Natividad del Señor;25-12-2009;Navarra;Autonómica;
Santiago Apostol;03-12-2009;Navarra;Local;
Año nuevo;01-01-2008;Navarra;Nacional;
Epifanía del Señor;07-01-2008;Navarra;Nacional;06-01-2008
San José;19-03-2008;Navarra;Autonómica;
Santiago Apostol;25-07-2008;Navarra;Autonómica;
Asunción de la Virgen;15-08-2008;Navarra;Nacional;
Fiesta Nacional Española;13-10-2008;Navarra;Nacional;12-10-2008
Día de Todos los Santos;01-11-2008;Navarra;Nacional;
Día de la Constitución Española;06-12-2008;Navarra;Nacional;
Inmaculada Concepción;08-12-2008;Navarra;Nacional;
Natividad del Señor;25-12-2008;Navarra;Autonómica;
Santiago Apostol;03-12-2008;Navarra;Local;
Año nuevo;01-01-2007;Navarra;Nacional;
Epifanía del Señor;06-01-2007;Navarra;Nacional;
San José;19-03-2007;Navarra;Autonómica;
Santiago Apostol;25-07-2007;Navarra;Autonómica;
Asunción de la Virgen;15-08-2007;Navarra;Nacional;
Fiesta Nacional Española;12-10-2007;Navarra;Nacional;
Día de Todos los Santos;01-11-2007;Navarra;Nacional;
Día de la Constitución Española;06-12-2007;Navarra;Nacional;
Inmaculada Concepción;08-12-2007;Navarra;Nacional;
Natividad del Señor;25-12-2007;Navarra;Autonómica;
Santiago Apostol;03-12-2007;Navarra;Local;
Año nuevo;02-01-2006;Navarra;Nacional;01-01-2006
Epifanía del Señor;06-01-2006;Navarra;Nacional;
San José;20-03-2006;Navarra;Autonómica;19-03-2006
Santiago Apostol;25-07-2006;Navarra;Autonómica;
Asunción de la Virgen;15-08-2006;Navarra;Nacional;
Fiesta Nacional Española;12-10-2006;Navarra;Nacional;
Día de Todos los Santos;01-11-2006;Navarra;Nacional;
Día de la Constitución Española;06-12-2006;Navarra;Nacional;
Inmaculada Concepción;08-12-2006;Navarra;Nacional;
Natividad del Señor;25-12-2006;Navarra;Autonómica;
Santiago Apostol;04-12-2006;Navarra;Local;03-12-2006
Año nuevo;01-01-2019;Ourense;Nacional;
San José;19-03-2019;Ourense;Autonómica;
Martes de Carnaval;05-03-2019;Ourense;Local;
Viernes Santo;19-04-2019;Ourense;Nacional;
Jueves Santo;18-04-2019;Ourense;Autonómica;
Fiesta del Trabajo;01-05-2019;Ourense;Nacional;
Día de las letras gallegas;17-05-2019;Ourense;Autonómica;
Día Nacional de Galicia;25-07-2019;Ourense;Autonómica;
Asunción de la Virgen;15-08-2019;Ourense;Nacional;
Fiesta Nacional Española;12-10-2019;Ourense;Nacional;
;01-11-2019;Ourense;Nacional;
San Martín;11-11-2019;Ourense;Local;
Día de la Constitución Española;06-12-2019;Ourense;Nacional;
Natividad del Señor;25-12-2019;Ourense;Nacional;
Año nuevo;01-01-2018;Ourense;Nacional;
Epifanía del Señor;06-01-2018;Ourense;Nacional;
Martes de Carnaval;13-02-2018;Ourense;Local;
Viernes Santo;30-03-2018;Ourense;Nacional;
Jueves Santo;29-03-2018;Ourense;Autonómica;
Fiesta del Trabajo;01-05-2018;Ourense;Nacional;
Día de las letras gallegas;17-05-2018;Ourense;Autonómica;
Santiago Apostol;25-07-2018;Ourense;Autonómica;
Asunción de la Virgen;15-08-2018;Ourense;Nacional;
Fiesta Nacional Española;12-10-2018;Ourense;Nacional;
Día de Todos los Santos;01-11-2018;Ourense;Nacional;
San Martín;12-11-2018;Ourense;Local;11-11-2018
Día de la Constitución Española;06-12-2018;Ourense;Nacional;
Inmaculada Concepción;08-12-2018;Ourense;Nacional;
Navidad;25-12-2018;Ourense;Nacional;
Epifanía del Señor;06-01-2017;Ourense;Nacional;
Martes de Carnaval;28-02-2017;Ourense;Local;
Viernes Santo;14-04-2017;Ourense;Nacional;
Jueves Santo;13-04-2017;Ourense;Autonómica;
Día del Trabajo;01-05-2017;Ourense;Nacional;
Día de las letras gallegas;17-05-2017;Ourense;Autonómica;
Santiago Apóstol;25-07-2017;Ourense;Autonómica;
Asunción de la Virgen;15-08-2017;Ourense;Nacional;
Fiesta Nacional Española;12-10-2017;Ourense;Nacional;
Día de Todos los Santos;01-11-2017;Ourense;Nacional;
San Martiño;13-11-2017;Ourense;Local;
Día de la Constitución Española;06-12-2017;Ourense;Nacional;
Inmaculada Concepción;08-12-2017;Ourense;Nacional;
Natividad del Señor;25-12-2017;Ourense;Nacional;
Año nuevo;01-01-2016;Ourense;Nacional;
Epifanía del Señor;06-01-2016;Ourense;Nacional;
Martes de Carnaval;09-02-2016;Ourense;Local;
Viernes Santo;25-03-2016;Ourense;Nacional;
Jueves Santo;24-03-2016;Ourense;Autonómica;
Día de las letras gallegas;17-05-2016;Ourense;Autonómica;
San Juan;24-06-2016;Ourense;Autonómica;
Santiago Apóstol;25-07-2016;Ourense;Autonómica;
Asunción de la Virgen;15-08-2016;Ourense;Nacional;
Fiesta Nacional Española;12-10-2016;Ourense;Nacional;
Día de Todos los Santos;01-11-2016;Ourense;Nacional;
San Martiño;11-11-2016;Ourense;Local;
Día de la Constitución Española;06-12-2016;Ourense;Nacional;
Inmaculada Concepción;08-12-2016;Ourense;Nacional;
Año nuevo;01-01-2015;Ourense;Nacional;
Epifanía del Señor;06-01-2015;Ourense;Nacional;
Martes de Carnaval;17-02-2015;Ourense;Local;
Día siguiente a San José;20-03-2015;Ourense;Autonómica;
Viernes Santo;03-04-2015;Ourense;Nacional;
Jueves Santo;02-04-2015;Ourense;Autonómica;
Día del trabajo;01-05-2015;Ourense;Nacional;
Santiago Apostol;25-07-2015;Ourense;Autonómica;
Asunción de la Virgen;15-08-2015;Ourense;Nacional;
Fiesta Nacional Española;12-10-2015;Ourense;Nacional;
Día de Todos los Santos;02-11-2015;Ourense;Nacional;01-11-2015
San Martín;11-11-2015;Ourense;Local;
Inmaculada Concepción;08-12-2015;Ourense;Nacional;
